0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100;101;102;103;104;105;106;107;108;109;110;111;112;113;114;115;116;117;118;119;120;121;122;123;124;125;126;127;128;129;130;131;132;133;134;135;136;137;138;139;140;141;142;143;144;145;146;147;148;149;150;151;152;153;154;155;156;157;158;159;160;161;162;163;164;165;166;167;168;169;170;171;172;173;174;175;176;177;178;179;180
Navn;FoodId;Svind;Energi, kJ;Energi, kcal;Proteinomregningsfaktor(NCF);total-N;Protein, total;Protein, deklaration;Kulhydrat best. v/diff.;Kulhydrat, tilgængelig;kulhydrat, deklaration;Tilsat sukker;Kostfibre;Fedt, total;Fedtsyrekonverteringsfaktor (FCF);Alkohol;Aske;Tørstof;Vand;A-vitamin;Retinol;ß-caroten;D-vitamin;D3 cholecalciferol;25-hydroxycholecalciferol;E-vitamin;alfa-tokoferol;gamma-tokoferol;delta-tokoferol;alfa-tokotrienol;K1-vitamin;B1-vitamin;thiamin;HET, hydroxyethylthiazole;B2-vitamin, riboflavin;Niacin;niacin2;B6-vitamin;Pantothensyre;Biotin;Folat;Frit folat;B12-vitamin;C-vitamin;L-ascorbinsyre;L-dehydroascorbinsyre;Chlorid, Cl;Natrium, Na;Kalium, K;Calcium, Ca;Magnesium, Mg;Phosphor, P;Jern, Fe;Kobber, Cu;Zink, Zn;Jod, I;Mangan, Mn;Chrom, Cr;Selen, Se;Molybdæn, Mo;Cobolt, Co;Nikkel, Ni;Kviksølv, Hg;Arsen, As;Cadmium, Cd;Bly, Pb;Tin, Sn;L-mælkesyre;D-mælkesyre;Mælkesyre, total;Citronsyre;Oxalsyre;Æblesyre;Eddikesyre;Benzoesyre;Organiske syrer, tot.;Histamin;Tyramin;Phenylethylamin;Putrescin;Cadaverin;Spermin;Spermidin;Serotonin;Fructose;Galaktose;Glucose;Monosaccharider, total;Lactose;Maltose;Saccharose;Disaccharider, total;Raffinose;Andre sukkerarter;Sukkerarter, ialt;Sorbitol;Mannitol;Inositol;Maltitol;Sukkeralkoholer, total;Stivelse;(a)Hexoses;(b)Pentoses;(c)UronicAcids;Cellulose;Lignin;Crude fibre;Neutr.Det.Fibre (NDF);C4:0;C6:0;C8:0;C10:0;C12:0;C14:0;C15:0;C16:0;C17:0;C18:0;C20:0;C22:0;C24:0;Andre mætt.;C14:1,n-5;C15:1;C16:1,n-7;C16:1,trans;C17:1,n-7;C18:1,n-9;C18:1,n-7;C18:1,trans n-9;C20:1,n-9;C20:1,n-11;C20:1,trans;C22:1,n-9;C22:1,n-11;C22:1,trans;C24:1,n-9;Andre monoumætt.;C18:2,n-6;C18:2,conj-A, udifferentieret;C18:2,trans, udifferentieret;C18:3,n-3;C18:3,n-6;C18:4,n-3;C20:2,n-6;C20:4,n-3;C20:3,n-3;C20:3,n-6;C20:4,n-6;C20:5,n-3;C22:5,n-3;C22:6,n-3;Andre polyumættede;Andre fedtsyrer;Sum mættede;Sum monoumættede;Sum polyumættede;Fedtsyrer, total;Sum n-3 fedtsyrer;Sum n-6 fedtsyrer;Transfedtsyrer, total;Cholesterol;Isoleucin;Leucin;Lysin;Methionin;Cystin;Phenylalanin;Tyrosin;Threonin;Tryptofan;Valin;Arginin;Histidin;Alanin;Asparaginsyre;Glutaminsyre;Glycin;Prolin;Serin
Småkage, med lavt sukkerindhold (sukkerfri, light) industrifremstillet;942;0;2032;486;5,7;1,141;6,5;7,1;65,7;64,6;64;;1,1;23,7;0,901;0;1;96,9;3,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;250;183;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,224;;0,366;0,59;0;0,319;0,417;0,736;;;1,33;0;0;;9,09;9,09;36,7;;;;;;;;0;0;0,239;0,171;1,65;0,689;0;5,441;0;1,273;0;0;0;;0;;0;0;0;7,771;0,25;0,018;;0,048;0;0;0;0;0;;3,369;0;0,035;0,426;0;0;0;0;;;0;0;0;0;;0;9,463;8,087;3,83;21,38;0,426;3,369;0,018;;;;;;;;;;;;;;;;;;;
Småkage, pebernød, industrifremstillet;943;0;1997;477;5,7;0,931;5,3;5,8;71,6;69,3;68,8;;2,3;19,2;0,896;0;0,9;97;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;284;218;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,528;;0,802;1,33;0,083;0,133;25,2;25,4;;;26,7;;;;;;40,5;;;;;;;;0,048;0,036;0,13;0,11;0,792;0,51;0;5,457;0;1,129;0;0;0;;0;;0,014;0;0;5,871;0,226;0,087;;0;0;0;0;0;0;;2,504;0;0,063;0,221;0;0;0;0;;;0;0;0;0;;0;8,212;6,198;2,788;17,198;0,221;2,504;0,087;;;;;;;;;;;;;;;;;;;576
Småkage, uspec.;944;0;2100;502;5,7;0,93;5,3;5,8;63;60;59,5;;3;26,1;0,93;0;1,1;95,5;4,5;279;;;0,4;0,4;;1,4;1,4;;;0,3;0;0,05;;;0,05;1,22;0,65;0,04;0,3;4;14;5;0,1;0;0;;;216;157;10;14;190;0,4;0,1;0,6;2,3;0,9;24;24;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0,04;0,04;0,16;0;26,9;27,1;;;27,1;;;;;;34,8;2,21;0,92;0,11;0,3;0;;;0;0,222;0,418;0,417;1,415;2,377;;5,519;0;2,291;0,512;0;0;;0,133;;0,903;;;6,372;0;;;0,745;;0,527;0;;0;;1,817;;;0,433;;0;0;;0;0;;0;0;0;;0,191;13,171;8,68;2,25;24,292;0,433;1,817;0;65;242;409;86;91;91;260;102;158;34;260;177;121;158;233;1841;195;605;131
Småkage, vanillekranse;945;0;2207;527;5,7;0,825;4,7;5,2;63,5;61,5;61,1;;2;28,8;0,93;0;0,9;97,9;2,1;;;;;;;;;;;;;;;;;0,517;;;;;;;;;;;;197;90;;;;0,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,144;0,473;1,562;1,49;;4,654;;2,511;0,473;0,364;;;;;0,945;;;6,53;;;;1,346;;1,346;;;;;4,293;;;0,509;;;;;0,144;;;;;;;;11,671;10,167;4,946;26,784;0,509;4,293;0;;215;363;76;81;81;231;91;140;31;231;157;107;140;206;1634;173;536;1833
Snacks, ekspanderet, kartoffelbasis;946;0;2050;490;6,25;0,733;4,6;4,6;63;60;60;;3;25,1;0,899;0;4,3;97;3;;;;;;;;;;;;;0,251;;;0,082;2,8;2,8;0,33;0,53;1,4;69;;;;;;1723;1157;630;31;36;129;1,37;0,18;0,69;0;0,27;18;0,8;;;38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0,25;;8,8;;1,07;0;0;0;;;;0;;;9,8;0;0;;0;;;;;;;2,5;;;0,115;;;;;;;;;;;;0;10,12;9,8;2,615;22,535;0,115;2,5;0;;;;;;;;;;;;;;;;;;;
Snacks, ekspanderet, majsbasis;947;0;2105;503;6,25;1,18;7,4;7,4;62,4;58,8;58,8;;3,6;25,7;0,915;0;2,5;98;2;;;;;;;;;;;;;0,108;;;0,045;1,81;1,81;0,19;0,35;9,6;38;;;;;;1103;757;209;48;54;143;1,22;0,14;1,04;0;0,39;25;2,2;;;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,73;0,54;3,9;1,48;;6;;0,87;0;0;0;;;;0;;;7;0;0;;0;;;;;;;3;;;0;;;;;;;;;;;;0;13,52;7;3;23,52;0;3;0;;;;;;;;;;;;;;;;;;;169
Snacks, ekstruderet, majsbasis;948;0;2243;536;6,25;1,44;9;9;53,7;52,3;52,3;;1,4;32,1;0,91;0;3,1;98;2;;;;;;;;;;;;;0,096;;;0,174;1,6;1,6;0,12;0,62;8,7;48;;;;;;1303;875;263;90;33;195;0,54;0,1;0,88;12;0,21;10;2,9;;;32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,94;0,76;5;2,05;;6,7;;1,39;0;0;0;;;;0;;;7,2;0;2,05;;0;;;;;;;3;;;0,15;;;;;;;;;;;;0;16,84;9,25;3,15;29,24;0,15;3;2,05;;;;;;;;;;;;;;;;;;;748
Snaps, 40 % vol., uspec.;949;0;928;222;6,25;0;0;0;0;0;0;0;0;0;0,8;32;0;31,1;68,9;0;0;0;0;0;;0;0;;;;0;;;;;;;;;;0;;0;0;0;;;;;;;;;0,002;0,014;;;;;;;;;;0,19;4,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;840
Snaps, krydder-, uspec.;950;0;1113;266;6,25;0;0;0;0,5;10,9;10,9;0;0;0;0,8;32;0,1;43;57;0;0;0;0;0;;0;0;;;;0;0;;;0;0;0;0;0;0;0;;0;0;0;;;;;;;;;0,002;0,014;;;;;;;;;;0,19;4,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;90
Soja sauce;951;0;237;57;6,25;1,102;6,9;6,9;7;7;7;;0;0;0,8;0;15,3;29,2;70,8;0;0;0;0;0;;0;0;;;0;;0,033;;;0,165;3,85;2,2;0,148;0,297;;14;;0;0;0;;;5637;217;19;43;125;1,93;0,104;0,52;;0,424;;0,5;;;;;;;;;;;;;;;;;;0,015;39;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;;0;;0;;;;;;;0;;;0;;;;0;;0;;;;;0;;;0,002;;0;;;;;0;0;0;0;;;0;0;0,002;0,002;0,002;0;0;0;331;551;397;100;121;364;253;276;99;342;474;176;298;738;1653;309;507;286
Sojabønner, tørrede, rå;952;0;1720;411;6,25;5,728;35,8;35,8;34,1;17,5;17,5;0;16,6;18,4;0,94;0;4,7;93;7;1,08;0;13;0;0;;0,85;0,85;;;;47;0,874;;;0,87;9,26;1,62;0,417;1,92;60;280;25;0;;;;;4;1676;163;225;467;15,7;0,11;1;0,6;2;16,8;8,8;;;291;0,1;0;5,72;9,36;;;;;;;;;;;;;;;;;;0,003;;;;;;;6,1;6,1;;;6,1;;;;;;;;;;;;;;;;;;0,02;0,03;;1,741;;0,694;0,05;0,02;;;;;0,03;;;4,347;;;;0,03;;;;;;;9,045;;;1,288;;;;;;;;;;;;;2,555;4,407;10,333;17,295;1,288;9,045;0;0;1627;2784;2285;453;475;1770;1123;1380;458;1718;2589;905;1524;4187;6696;1495;1965;328
Sojadrik, kommercielt tilberedt;953;0;219;52;5,78;0,556;3,2;3,5;5,1;4,8;4,5;2,2;0,3;2,2;0,8;0;0,5;10,9;89,1;0;0;0;0;0;;0,21;0,21;;;;;0,035;;;0,015;0,1;;0,036;;;9;;0;1;1;;46,3;40,2;110;28,3;17,4;43,3;0,465;0,113;0,259;3,6;0,212;;0;;;;;;;;;;;;;;;;;;;;;;;;;;0,209;;0,394;0,603;0;0,396;2,81;3,21;;;3,81;;;;;;;;;;;;;;;;0;0;;;;0,242;;0,109;0,007;0,008;0;;;;0;;;0,379;0,032;;;;;;;;;;1,021;;0;0,184;;;;;;;;;;;;;0,366;0,411;1,205;1,982;0,184;1,021;0;0;;;;;;;;;;;;;;;;;;1227
Sojamel;954;0;1877;449;5,71;6,515;37,2;40,7;30,4;20;16,5;0;10,4;22,2;0,95;0;5,1;94,9;5,1;5,5;0;66;0;0;;21;21;;;;200;0,75;;;0,31;10,7;2;0,57;1,8;;800;;0;0;0;;;2;1936;150;240;560;4;1,6;5;0,5;2,3;23;11;;;390;0,5;0;5,2;7,6;;;;;;;;;;;0,24;0,04;;;;;;;;;;;;;3,1;3,1;;;3,1;;;;;;12,3;2,08;0,95;3,6;2,2;3,07;;;0;0;0;0;0,02;0,04;0;2,115;0;0,842;0,06;0,02;;;0;0;0,04;;0;5,323;;;;0,04;;0;;;;;11,026;;;1,564;;;;;0;;0;0;0;0;;;3,097;5,403;12,59;21,09;1,564;11,026;0;0;1824;3192;2606;521;652;2020;1303;1564;521;1955;2932;1042;1759;4756;7623;1694;2215;1490
Sojaolie;955;0;3700;884;6,25;0;0;0;0;0;0;0;0;100;0,956;0;0;100;0;0;0;0;0;0;;6,1;6,1;51;;;540;0;;;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0,05;;0,01;0;;6,8;0;;;5,5;;;0,4;3,7;;;;;;;;;;;;;;;;;;;0;;0;0;0;0;0;0;;0;0;;;;;;0;0;0;0;0;0;0;;0;0;0;0;0;0;;9,397;0;3,542;0,554;0;0;;0;;0;;;21,518;0;;;0;;0;0;;0;;53,367;;;6,888;;0;0;;0;0,335;;0;0;0;;0;13,493;21,518;60,59;95,601;6,888;53,367;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1171
Solbær, rå;956;2;316;76;6,25;0,243;1,5;1,5;17,3;11,5;11,5;0;5,8;1,3;0,8;0;0,9;21;79;10,8;0;130;0;0;;2,1;2,1;;;;;0,025;;;0,025;0,517;0,3;0,08;0,398;2,4;8,2;15;0;181;181;;;3;337;59,1;22;47,9;0,8;0,099;0,29;1,5;0,31;0,8;1,1;0;;9,64;0,03;0,17;0,181;1,48;;;;;;;;;0,03;;;0,03;;;;;;;4,95;;4,24;9,19;0;0;0,49;0,49;;;9,68;;;;;;0;0,89;0,32;0,06;1,38;1,02;;;;;;;;;;0,223;;0,021;;;;;;;;;;0,083;;;;;;;;;;;0,489;;;0,244;;;;;;;0;;;;;;0,244;0,083;0,733;1,06;0,244;0,489;0;0;;;;;;;;;13;;;;;;;;;829
Solbær, syltede;957;0;836;200;6,25;0,096;0,6;0,6;49;46,5;46,5;44;2,5;0,4;0,8;0;0,2;50,2;49,8;;;;;;;0,35;0,35;;;;;;;;;0,083;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49;;;;;;;;;;;;;;;;;;;;;0,067;;0,006;;;;;;;;;;0,025;;;;;;;;;;;0,148;;;0,074;;;;;;;0;;;;;;0,073;0,025;0,222;0,32;0,074;0,148;0;;;;;;;;;;5;;;;;;;;;1324
Solbærgele;958;0;1030;246;6,25;0,08;0,5;0,5;59;59;59;57;0;0,5;0,8;0;0,3;60,3;39,7;0;0;;0;0;;;;;;;;;;;;0,067;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;59;;;;;;;;;;;;;;;;;;;;;0,084;;0,008;;;;;;;;;;0,031;;;;;;;;;;;0,185;;;0,092;;;;;;;0;;;;;;0,092;0,031;0,277;0,4;0,092;0,185;0;;;;;;;;;;4;;;;;;;;;656
Solbærmarmelade;959;0;844;202;6,25;0,08;0,5;0,5;49,6;47,1;47,1;45;2,5;0,4;0,8;0;2,5;53;47;4,17;0;50;0;0;;0,25;0,25;;;0;0;0;;;0,035;0,217;0,15;0,025;0;0;5;5;0;70;70;;;18;44;20;4;13;0,5;0,12;0,027;1,4;0,021;3;0,3;;;10;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;48;;;;;;;;;;;;;;;;;;;;;0,067;;0,006;;;;;;;;;;0,025;;;;;;;;;;;0,148;;;0,074;;;;;;;0;;;;;;0,073;0,025;0,222;0,32;0,074;0,148;0;0;;;;;;;;;4;;;;;;;;;680
Solbærsaft, sur, koncentreret;960;0;214;51;6,25;0,08;0,5;0,5;11;11;11;0;0;0,5;0,7;0;0,2;12,2;87,8;;;;;;;0;0;;;;;;;;;0,217;0,15;;;;;;;66;66;;;;;26,9;;19,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;;;;;;;;;;;;;;;;;;;;0,074;;0,007;;;;;;;;;;0,028;;;;;;;;;;;0,161;;;0,081;;;;;;;0;;;;;;0,081;0,028;0,242;0,351;0,081;0,161;0;;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;584
Solbærsaft, sød, koncentreret;961;0;843;201;6,25;0,08;0,5;0,5;48;48;48;46;0;0,5;0,7;0;0,2;49,2;50,8;;;;;;;0;0;;;;;;;;;0,217;0,15;;;;;;;66;66;;;;;12,3;;11,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,074;;0,007;;;;;;;;;;0,028;;;;;;;;;;;0,161;;;0,081;;;;;;;0;;;;;;0,081;0,028;0,242;0,351;0,081;0,161;0;;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;1207
Solsikkefrø, afskallede, tørrede;962;0;2692;643;6,25;3,184;19,9;19,9;17,1;14,4;14,4;0;2,7;56,4;0,94;0;2,9;96,3;3,7;1,42;0;17;0;0;;49,5;49,5;;;;;2,1;;;0,24;6,8;6,8;0,348;;;66;;0;0;0;;;2;510;95;;540;5;;;;;2,6;56;;;356;0,3;0;46,9;5,05;;;;;;;;;;;;;;;;;;0,003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0,05;;3,096;;3,368;0,323;0,373;;;;;0,05;;;17,648;;;;0,111;;;;;;;27,834;;;0,161;;;;;;;;;;;;;7,21;17,809;27,995;53,014;0,161;27,834;0;0;;;;;;;;;;;;;;;;;;996
Solsikkeolie;963;0;3700;884;6,25;0;0;0;0;0;0;0;0;100;0,956;0;0;100;0;2,17;0;26;0;0;;55;55;;;;0;0;;;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;;0;;;3,8;;;;4,6;;;0;0;;;;;;;;;;;;;;;;;;;0;;0;0;0;0;0;0;;0;0;;;;;;0;0;0;0;0;0;;;0;0;0;0;0;0;;5,476;0;3,784;0,243;0,611;0;;0;;0;;;21,927;0;;;0;;0;0;;0;;62,673;;;0;;0;0;;0;0;;0;0;0;;0,425;10,114;21,927;62,673;95,139;0;62,673;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;636
Sorbitol;964;0;1000;239;6,25;0;0;0;100;100;100;0;0;0;0,7;0;0;100;0;0;0;0;0;0;;0;0;;;;0;0;;;0;0;0;0;0;0;0;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;100;;;;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;
Sortmund, blåhvilling, filet, rå;965;56;327;78;6,25;2,896;17,5;17,5;0;0;0;0;0;0,8;0,75;0;1,2;19,5;80,5;;;;;;;;;;;;0;0,08;;;0,05;1,3;1,3;;;;;;;0;0;;;51;;24;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31;;;;;;;;;;;;;;;;;;360
Spegepølse;966;0;1918;459;6,25;2,453;14,5;14,5;0;0;0;0;0;45,2;0,871;0;5,7;65,4;34,6;9;9;0;0,69;0;0,138;0,63;0,63;;;;0;0,38;;;0,172;5,7;3,7;0,21;0,92;7;5,9;2;1,7;17;17;;3060;1915;241;32,5;16,1;149;1,31;0,07;2,4;4,1;0,27;5,8;8,1;10;;3,5;0,26;2;1;4,5;;;;;;;;;;;3,5;9,1;12,5;6,63;0,34;4,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0,647;;9,958;;5,338;0;0;0;;0;;1,129;;;17,452;;0;;0,339;;;;;;;4,106;;;0,39;;;;;;;0;;;0;;0;15,943;18,92;4,496;39,359;0,39;4,106;0;92;638;1055;1177;270;152;564;368;540;120;736;859;319;908;1251;1815;1202;834;1004
Spegepølse, oksekød;967;0;1681;402;6,25;3,216;20,1;20,1;0;0;0;0;0;36,2;0,915;0;7,1;63,4;36,6;0;0;0;;;;;;;;;0;;;;;3,8;;;;;;;;0;0;;;3583;287;;;;2,86;0,091;5,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;89;965;1512;1672;482;145;772;643;836;228;1029;1190;675;1158;1769;2830;1093;900;2432
Spegesild;968;25;1092;261;6,25;2,096;13,1;13,1;0;0;0;0;0;23,5;0,92;0;11;47,6;52,4;48;48;0;11;11;;2,3;2,3;;;;0;0,03;;;0,22;5,33;3;0,22;0,5;;6;;6,1;0;0;;;5380;128;60;27;180;1,1;0,14;1;40;0,09;3;22;10;1;3;3,7;51;1;4;;;;;;;;;;;;;;;;;;;0;;0;0;0;0;0;0;;;0;;;;;;0;0;0;0;0;0;;;;;0;0;0;1,669;0,102;2,85;;0,273;0;0;0;;;;1,123;;;1,491;0,331;;2,78;;;0,248;4,977;;0,176;;0,464;;;0,282;;0,561;0;0,064;;0;0;1,394;0,161;1,93;;0,742;4,894;11,126;4,856;21,618;4,328;0,464;0;58;692;1090;1237;419;63;503;461;587;140;796;817;335;796;1300;1740;650;503;49
Sperling, kød, rå;969;0;336;80;6,25;2,96;17,6;17,6;0;0;0;0;0;1;0,79;0;1,4;20;80;;;;;;;;;;;;0;0,1;;;0,09;0,9;0,9;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1070
Spidskål, rå;970;20;112;27;6,25;0,328;2,1;2,1;4,9;3;3;0;1,9;0,3;0,8;0;0,9;8,1;91,9;1,67;0;20;0;0;;0,15;0,15;;;;170;0,05;;;;0,533;0,3;0,15;0,15;0;73;33;0;66;66;;;6;249;33,7;9;31,7;0,4;0,07;0,2;0,3;;;;;;6,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,8;;;;;;;;;;;;;;;;;;;;;0,056;;0,006;;;;;;;0,006;;;0,018;;;;;;;;;;;0,067;;;0,067;;;;;;;0;;;;;;0,062;0,024;0,134;0,22;0,067;0,067;0;0;49;72;72;19;11;46;23;49;14;72;79;33;98;164;420;46;108;537
Spinat, hakket, dybfrost;971;0;94;22;6,25;0,336;2,1;2,1;3,4;1,4;1,4;0;2;0,5;0,8;0;1,1;7,1;92,9;378;0;4534;0;0;;2,9;2,9;;;;340;0,094;;;0,224;1,07;0,507;0,19;0,13;1,6;220;176;0;19;16;3;;41;449;219;26;46,4;2;0,1;0,41;3,4;0,35;5;0,1;;;4,2;;;;;;;;;;;;;;;6;;;;;0,768;34,5;0,01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,056;;0,003;;;;;;;0,01;;;0,018;;;;;;;;;;;0,056;;;0,258;;;;;;;0;;;;;;0,059;0,028;0,314;0,401;0,258;0,056;0;0;67;121;97;21;3;97;50;74;34;97;114;37;91;185;235;84;67;
Spinat, konserves;972;0;92;22;6,25;0,432;2,7;2,7;2,5;0,7;0,7;0;2;0,5;0,8;0;1,5;7,4;92,6;208;0;2500;0;0;;1,35;1,35;;;;360;0,01;;;0,06;1,02;0,3;0,07;0,065;1;91;60;0;14;14;;;27;346;225;63;30;1;0,1;0,41;2,2;0,35;5;0,1;;;4,2;;;;;;;;;;;;;;;;;;;;0,768;;0,01;;;;;;;;;;;0,4;;;;;;;;;;;;;;;;;;;;;0,056;;0,003;;;;;;;0,01;;;0,018;;;;;;;;;;;0,056;;;0,258;;;;;;;0;;;;;;0,059;0,028;0,314;0,401;0,258;0,056;0;0;86;156;125;27;4;125;65;95;43;125;147;48;117;238;302;108;86;664
Spinat, rå;973;38;104;25;6,25;0,42;2,6;2,6;3,2;1,3;1,3;0;1,9;0,6;0,8;0;1,9;8,3;91,7;349;0;4186;0;0;;2,9;2,9;;;;560;0,095;;;0,24;1,4;0,7;0,22;0,3;1,6;220;176;0;54;54;;;41;449;129;26;41,3;4,5;0,073;1,1;3,4;1,7;9,3;0,1;0;;4,2;0,49;1,12;6,81;3,02;;;;;;;;;;;2,6;0,1;;;;;34,5;0,01;0,09;;0,11;0,2;0;0;0,16;0,16;;;0,36;;;;;;0,09;0,28;0,31;0,51;0,74;0,13;;;;;;;;;;0,063;;0,003;;;;;;;0,011;;;0,021;;;;;;;;;;;0,063;;;0,293;;;;;;;0;;;;;;0,066;0,032;0,356;0,454;0,293;0,063;0;0;84;151;122;26;4;122;63;92;42;122;143;46;113;231;294;105;84;424
Spirituosa, gennemsnitlige værdier;974;0;969;231;6,25;0;0;0;0;0;0;0;0;0;0,8;33,4;0;33,4;66,6;0;0;0;0;0;;0;0;;;;0;0;;;0;0;0;0;0;0;0;0;0;0;0;;;1;1;0;0;5;0,04;0,038;0,03;;;;;;;;;;0,1;2,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;381
Sprængt nakke, svinekød;975;0;1095;262;6,25;3,12;19,5;19,5;0,1;0,1;0,1;;0;20,6;0,915;0;2,5;42,7;57,3;0;0;0;0,709;0,169;0,108;;;;;;0;;;;;3,53;;;;;;;;0;0;;;844;261;;;;0,78;0,084;4,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;72;936;1404;1716;468;128;718;655;811;212;1030;1154;718;1154;1716;2527;998;780;417
Spædbørnsmad, modermælkserstatning, højt jernindhold, pulver;976;0;2112;505;6,38;1,772;11,3;11,1;56,7;56,7;56,9;;0;25,9;0,945;0;2;95,8;4,2;465;;;8,25;;;4,35;;;;;25,8;0,433;;;0,545;6,8;6,8;0,45;3,05;12;43;;0,95;67;;;295;213;565;422;47,5;261;5,2;0,236;4,05;60;;;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;56,7;;;56,7;;;56,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4,325;;;0,35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;900
Spædbørnsmad, modermælkserstatning, lavt jernindhold, drikkeklar;977;0;254;61;6,25;0,192;1,2;1,2;7,5;7,5;7,5;;0;3,5;0,945;0;0,5;12,7;87,3;70;;;1;;;0,8;;;;;5,4;0,05;;;0,1;0,7;;0,05;0,3;1,5;6;;0,2;6,7;;;43;15;59;41;5;21;0,4;0,04;0,5;10;0,005;;1,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7,5;;;7,5;;;7,5;;;3,3;;3,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
